message,label
"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
",malicious
"Ok k..sry i knw 2 siva..tats y i askd..
",benign
"At the funeral home with Audrey and dad
",benign
"Lol you forgot it eh ? Yes, I'll bring it in babe
",benign
"His bday real is in april .
",benign
"Mm i am on the way to railway
",benign
"Goodmorning, Today i am late for  &lt;#&gt; min.
",benign
"Sorry, I'll call later
",benign
"""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt...
",benign
"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
",benign
"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.
",malicious
"Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
",benign
"Sorry, I'll call later
",benign
"Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
",benign
"Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
",benign
"I'm going 2 orchard now laready me reaching soon. U reaching?
",benign
"Tell them the drug dealer's getting impatient
",benign
"Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
",benign
"For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
",benign
"K.k..how is your sister kids?
",benign
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?
",benign
"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
",malicious
"I.ll post her out l8r. In class
",benign
"Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
",benign
"We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
",malicious
"What time is ur flight tmr?
",benign
"Too late. I said i have the website. I didn't i have or dont have the slippers
",benign
"Lol they were mad at first but then they woke up and gave in.
",benign
"Now am free call me pa.
",benign
"Ok... But bag again..
",benign
"Shall i come to get pickle
",benign
"K. I will sent it again
",benign
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?
",benign
"I like to think there's always the possibility of being in a pub later.
",benign
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
",malicious
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...
",benign
"S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
",benign
"I see a cup of coffee animation
",benign
"I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
",benign
"Dude we should go sup again
",benign
"Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
",benign
"In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
",benign
"Ill be at yours in about 3 mins but look out for me
",benign
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.
",benign
"""Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng
",benign
"I'm fine. Hope you are also
",benign
"The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
",benign
"Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
",malicious
"Hi my email address has changed now it is 
",benign
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call
",malicious
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT
",malicious
"Dude ive been seeing a lotta corvettes lately
",benign
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...
",benign
"U GOIN OUT 2NITE?
",benign
"OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
",benign
"Moji just informed me that you saved our lives. Thanks.
",benign
"I meant middle left or right?
",benign
"What you doing?how are you?
",benign
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
",malicious
"Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
",benign
"He will, you guys close?
",benign
"Just glad to be talking to you.
",benign
"Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
",benign
"Then cant get da laptop? My matric card wif ü lei... 
",benign
"I cant pick the phone right now. Pls send a message
",benign
"What i mean was i left too early to check, cos i'm working a 9-6.
",benign
"Kothi print out marandratha.
",benign
"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX""
",benign
"One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
",benign
"There'll be a minor shindig at my place later tonight, you interested?
",benign
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?
",benign
"Lol I would but despite these cramps I like being a girl.
",benign
"I havent lei.. Next mon can?
",benign
":) 
",benign
"7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
",benign
"I am in escape theatre now. . Going to watch KAVALAN in a few minutes
",benign
"Huh so early.. Then ü having dinner outside izzit?
",benign
"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
",malicious
"Send me your resume:-)
",benign
"Can't take any major roles in community outreach. You rock mel
",benign
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up
",benign
"Its ok, if anybody asks abt me, u tel them..:-P
",benign
"It wont b until 2.15 as trying 2 sort house out, is that ok?
",benign
"Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
",malicious
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)
",benign
"I was slept that time.you there?
",benign
"Yes there were many sweets
",benign
"Two teams waiting for some players
",benign
"Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
",benign
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb
",benign
"Den wat will e schedule b lk on sun?
",benign
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..
",benign
"have * good weekend.
",benign
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!
",benign
"You call him and tell now infront of them. Call him now.
",benign
"Cool, what time you think you can get here?
",benign
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?
",benign
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?
",benign
"Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
",benign
"K.k:)when are you going?
",benign
"Lol great now im getting hungry.
",benign
"I anything lor.
",benign
"K.k:)advance happy pongal.
",benign
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?
",benign
"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
",benign
"u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
",malicious
"Didn't try, g and I decided not to head out
",benign
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz
",malicious
"i felt so...not any conveying reason.. Ese he... What about me?
",benign
"I think i am disturbing her da
",benign
"K I'll be there before 4.
",benign
"Remember on that day..
",benign
"Babe ? I lost you ... Will you try rebooting ?
",benign
"Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
",benign
"Did you stitch his trouser
",benign
"Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
",benign
"Dunno lei... I thk mum lazy to go out... I neva ask her yet...
",benign
"Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week
",benign
"Hiya, probably coming home * weekend after next
",benign
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8
",benign
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already
",benign
"Yes:)here tv is always available in work place..
",benign
"I can take you at like noon
",benign
"Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
",benign
"How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
",malicious
"Okie.. Thanx..
",benign
"I had it already..sabarish asked me to go..
",benign
"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""
",benign
"Lol ok your forgiven :)
",benign
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)
",benign
"Can you please send me my aunty's number
",benign
"Yeah jay's sort of a fucking retard
",benign
"NO GIFTS!! You trying to get me to throw myself off a cliff or something?
",benign
"I wan but too early lei... Me outside now wun b home so early... Neva mind then...
",benign
"Sorry * was at the grocers.
",benign
"Eh u send wrongly lar...
",benign
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! 
",benign
"Oh really?? Did you make it on air? What's your talent?
",benign
"LOL ... No just was busy
",benign
"Oh great. I.ll disturb him more so that we can talk.
",benign
"Ok i thk i got it. Then u wan me 2 come now or wat?
",benign
"Have you bookedthe hut? And also your time off? How are you by the way?
",benign
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again
",benign
"Just sleeping..and surfing
",benign
"I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
",benign
"Maybe i could get book out tomo then return it immediately ..? Or something.
",benign
"Call me when u're done...
",benign
"I am real, baby! I want to bring out your inner tigress...
",benign
"Sorry,in meeting I'll call later
",benign
"Gosh that , what a pain. Spose I better come then.
",benign
"No message..no responce..what happend?
",benign
"Id have to check but there's only like 1 bowls worth left
",benign
"Yeah, probably here for a while
",benign
"I want to see your pretty pussy...
",benign
"After completed degree. There is no use in joining finance.
",benign
"Yar lor actually we quite fast... Cos da ge slow wat... Haha...
",benign
